IdTipoPago;IdProducto
1;347
6;347
7;347
8;347
9;347
11;347
17;347
18;347
14;347
15;347
16;347
24;347
25;347
27;347
20;347
23;347
22;347
13;347
19;347
3;347
29;347
30;347
31;347
33;347
10;347
12;347
28;347
2;347
31;1185
3;1185
6;1185
7;1185
8;1185
9;1185
11;1185
12;1185
13;1185
14;1185
15;1185
16;1185
17;1185
18;1185
19;1185
22;1185
33;1185
10;1185
30;1185
2;1185
29;1185
27;1185
28;1185
20;1185
23;1185
1;1185
24;1185
25;1185
1;8394
17;8394
18;8394
19;8394
20;8394
23;8394
22;8394
24;8394
25;8394
27;8394
28;8394
3;1391
6;1391
9;1391
10;1391
8;1391
7;1391
28;1391
29;1391
30;1391
31;1391
33;1391
27;1391
12;1391
13;1391
14;1391
15;1391
16;1391
17;1391
18;1391
19;1391
20;1391
23;1391
22;1391
24;1391
25;1391
11;1391
1;1391
2;1391
16;2646
18;2646
19;2646
20;2646
17;2646
12;2646
15;2646
3;2646
11;2646
6;2646
24;2646
25;2646
27;2646
28;2646
29;2646
30;2646
31;2646
33;2646
10;2646
1;2646
2;2646
7;2646
8;2646
9;2646
22;2646
23;2646
14;2646
13;2646
12;2359
13;2359
14;2359
15;2359
16;2359
17;2359
18;2359
20;2359
19;2359
22;2359
24;2359
25;2359
27;2359
28;2359
29;2359
30;2359
31;2359
10;2359
2;2359
23;2359
1;2359
11;2359
7;2359
8;2359
3;2359
9;2359
6;2359
13;329
18;329
14;329
15;329
16;329
17;329
11;329
12;329
23;329
1;329
2;329
3;329
6;329
7;329
8;329
9;329
22;329
24;329
25;329
27;329
28;329
10;329
19;329
20;329
14;1459
15;1459
16;1459
18;1459
9;1459
8;1459
1;1459
2;1459
3;1459
6;1459
7;1459
13;1459
12;1459
19;1459
20;1459
23;1459
22;1459
24;1459
25;1459
27;1459
28;1459
10;1459
11;1459
17;1459
17;3328
16;3328
14;3328
15;3328
10;3328
20;3328
21;3328
2;3328
6;3328
7;3328
8;3328
9;3328
11;3328
3;3328
23;3328
28;3328
22;3328
27;3328
13;3328
18;3328
19;3328
1;3328
12;3328
24;3328
25;3328
19;3327
18;3327
13;3327
27;3327
28;3327
22;3327
23;3327
16;3327
17;3327
14;3327
15;3327
1;3327
2;3327
3;3327
6;3327
7;3327
8;3327
9;3327
11;3327
12;3327
10;3327
20;3327
21;3327
24;3327
25;3327
24;5023
21;5023
18;5023
6;5023
9;5023
15;5023
17;5023
27;5023
22;5023
25;5023
28;5023
19;5023
7;5023
8;5023
23;5023
13;5023
16;5023
14;5023
10;5023
12;5023
2;5023
3;5023
11;5023
1;5023
20;5023
12;15692
13;15692
14;15692
15;15692
16;15692
17;15692
18;15692
19;15692
20;15692
23;15692
22;15692
24;15692
25;15692
27;15692
28;15692
29;15692
30;15692
31;15692
33;15692
10;15692
1;15692
2;15692
3;15692
6;15692
7;15692
8;15692
9;15692
11;15692
3;3548
2;3548
9;3548
11;3548
7;3548
8;3548
12;3548
1;3548
6;3548
10;3548
14;3548
15;3548
16;3548
17;3548
18;3548
19;3548
20;3548
23;3548
22;3548
24;3548
25;3548
27;3548
28;3548
29;3548
30;3548
31;3548
33;3548
13;3548
11;586
9;586
6;586
8;586
1;586
13;586
7;586
2;586
12;586
3;586
14;586
17;586
18;586
19;586
20;586
23;586
22;586
24;586
25;586
27;586
28;586
10;586
16;586
15;586
13;5024
16;5024
14;5024
1;5024
2;5024
3;5024
6;5024
7;5024
8;5024
9;5024
11;5024
12;5024
10;5024
20;5024
23;5024
28;5024
19;5024
22;5024
25;5024
27;5024
15;5024
17;5024
21;5024
18;5024
24;5024
1;632
2;632
3;632
6;632
7;632
8;632
9;632
11;632
12;632
13;632
14;632
15;632
16;632
17;632
18;632
19;632
20;632
23;632
22;632
24;632
25;632
27;632
28;632
29;632
30;632
31;632
33;632
10;632
10;2274
28;2274
1;2274
2;2274
3;2274
6;2274
7;2274
8;2274
9;2274
27;2274
22;2274
23;2274
11;2274
12;2274
24;2274
25;2274
13;2274
14;2274
15;2274
16;2274
17;2274
18;2274
19;2274
20;2274
1;18392
2;18392
3;18392
6;18392
7;18392
8;18392
9;18392
11;18392
12;18392
13;18392
14;18392
15;18392
16;18392
17;18392
18;18392
19;18392
20;18392
23;18392
22;18392
24;18392
25;18392
27;18392
28;18392
10;18392
18;3052
17;3052
1;3052
2;3052
3;3052
6;3052
7;3052
23;3052
22;3052
24;3052
25;3052
27;3052
19;3052
9;3052
11;3052
12;3052
13;3052
14;3052
15;3052
16;3052
28;3052
8;3052
10;3052
20;3052
2;18399
3;18399
6;18399
7;18399
8;18399
9;18399
11;18399
12;18399
13;18399
14;18399
15;18399
16;18399
17;18399
18;18399
19;18399
20;18399
23;18399
22;18399
24;18399
25;18399
27;18399
28;18399
10;18399
1;18399
15;17684
16;17684
17;17684
18;17684
19;17684
20;17684
23;17684
22;17684
24;17684
1;17684
2;17684
3;17684
6;17684
7;17684
8;17684
14;17684
25;17684
27;17684
9;17684
13;17684
12;17684
11;17684
28;17684
10;17684
19;1174
14;1174
15;1174
16;1174
17;1174
18;1174
20;1174
23;1174
22;1174
24;1174
25;1174
27;1174
28;1174
10;1174
11;1174
12;1174
13;1174
1;1174
2;1174
3;1174
6;1174
7;1174
8;1174
9;1174
10;4047
1;4047
28;4047
14;4047
15;4047
16;4047
17;4047
18;4047
19;4047
20;4047
23;4047
22;4047
24;4047
25;4047
27;4047
3;4047
6;4047
7;4047
8;4047
9;4047
11;4047
12;4047
13;4047
2;4047
1;18401
2;18401
3;18401
6;18401
7;18401
8;18401
9;18401
11;18401
12;18401
13;18401
14;18401
15;18401
16;18401
17;18401
18;18401
19;18401
20;18401
23;18401
22;18401
24;18401
25;18401
27;18401
28;18401
10;18401
3;14596
7;14596
6;14596
8;14596
9;14596
11;14596
12;14596
13;14596
14;14596
15;14596
16;14596
17;14596
18;14596
19;14596
20;14596
23;14596
22;14596
24;14596
25;14596
27;14596
28;14596
29;14596
30;14596
31;14596
10;14596
1;14596
2;14596
18;2815
1;2815
2;2815
3;2815
17;2815
20;2815
19;2815
22;2815
25;2815
10;2815
6;2815
7;2815
16;2815
28;2815
23;2815
27;2815
9;2815
11;2815
12;2815
13;2815
14;2815
15;2815
8;2815
18;673
19;673
17;673
14;673
15;673
16;673
10;673
1;673
2;673
3;673
6;673
7;673
8;673
9;673
11;673
12;673
13;673
27;673
21;673
20;673
22;673
28;673
23;673
24;673
25;673
16;18425
17;18425
18;18425
19;18425
20;18425
23;18425
22;18425
24;18425
25;18425
27;18425
28;18425
10;18425
1;18425
2;18425
3;18425
6;18425
7;18425
8;18425
9;18425
11;18425
12;18425
13;18425
14;18425
15;18425
1;546
2;546
3;546
6;546
7;546
8;546
9;546
11;546
12;546
13;546
14;546
15;546
16;546
17;546
18;546
19;546
20;546
23;546
22;546
24;546
25;546
27;546
28;546
10;546
6;13294
7;13294
8;13294
9;13294
11;13294
12;13294
13;13294
14;13294
15;13294
1;13294
27;13294
18;13294
20;13294
2;13294
10;13294
28;13294
22;13294
3;13294
19;13294
24;13294
25;13294
1;1143
2;1143
3;1143
16;1143
18;1143
25;1143
6;1143
19;1143
23;1143
22;1143
24;1143
20;1143
17;1143
15;1143
10;1143
14;1143
27;1143
7;1143
8;1143
9;1143
11;1143
12;1143
13;1143
28;1143
1;18295
2;18295
3;18295
6;18295
7;18295
8;18295
9;18295
11;18295
12;18295
13;18295
14;18295
15;18295
16;18295
17;18295
18;18295
19;18295
20;18295
23;18295
22;18295
24;18295
25;18295
27;18295
28;18295
10;18295
3;2848
6;2848
7;2848
8;2848
9;2848
11;2848
12;2848
13;2848
14;2848
15;2848
16;2848
17;2848
18;2848
19;2848
20;2848
23;2848
22;2848
24;2848
25;2848
27;2848
28;2848
10;2848
2;2848
1;2848
3;15584
6;15584
1;15584
8;15584
19;15584
20;15584
22;15584
9;15584
11;15584
12;15584
13;15584
14;15584
15;15584
18;15584
7;15584
2;15584
24;15584
25;15584
27;15584
28;15584
10;15584
8;12974
28;12974
29;12974
30;12974
31;12974
33;12974
10;12974
13;12974
14;12974
15;12974
16;12974
17;12974
18;12974
19;12974
20;12974
23;12974
22;12974
24;12974
25;12974
27;12974
1;12974
9;12974
12;12974
2;12974
11;12974
3;12974
6;12974
7;12974
8;7989
7;7989
11;7989
12;7989
13;7989
14;7989
1;7989
15;7989
16;7989
17;7989
18;7989
19;7989
20;7989
23;7989
22;7989
24;7989
25;7989
27;7989
28;7989
10;7989
2;7989
9;7989
3;7989
6;7989
7;963
9;963
11;963
8;963
12;963
2;963
31;963
33;963
10;963
6;963
18;963
14;963
19;963
20;963
23;963
22;963
17;963
3;963
29;963
1;963
15;963
13;963
24;963
25;963
27;963
28;963
30;963
16;963
19;18213
20;18213
23;18213
7;18213
8;18213
9;18213
11;18213
12;18213
13;18213
14;18213
15;18213
16;18213
17;18213
6;18213
3;18213
2;18213
18;18213
1;18213
10;18213
22;18213
24;18213
25;18213
27;18213
28;18213
28;13804
23;13804
22;13804
24;13804
8;13804
9;13804
12;13804
11;13804
25;13804
27;13804
1;13804
2;13804
3;13804
6;13804
16;13804
14;13804
17;13804
15;13804
7;13804
20;13804
19;13804
10;13804
18;13804
13;13804
15;2754
23;2754
22;2754
25;2754
10;2754
16;2754
17;2754
18;2754
19;2754
20;2754
27;2754
28;2754
24;2754
13;2754
14;2754
9;2754
11;2754
7;2754
8;2754
1;2754
2;2754
3;2754
12;2754
6;2754
12;11227
13;11227
14;11227
15;11227
16;11227
17;11227
18;11227
20;11227
23;11227
22;11227
9;11227
19;11227
11;11227
8;11227
10;11227
1;11227
2;11227
3;11227
28;11227
7;11227
27;11227
6;11227
24;11227
25;11227
1;8906
28;8906
10;8906
2;8906
3;8906
6;8906
7;8906
8;8906
9;8906
11;8906
12;8906
13;8906
14;8906
15;8906
16;8906
17;8906
18;8906
19;8906
20;8906
23;8906
22;8906
24;8906
25;8906
27;8906
1;3381
24;3381
20;3381
2;3381
3;3381
6;3381
7;3381
8;3381
9;3381
11;3381
12;3381
27;3381
22;3381
23;3381
25;3381
19;3381
13;3381
28;3381
29;3381
30;3381
31;3381
17;3381
18;3381
33;3381
10;3381
14;3381
15;3381
16;3381
11;18294
7;18294
10;18294
8;18294
9;18294
12;18294
13;18294
24;18294
27;18294
6;18294
28;18294
1;18294
2;18294
3;18294
14;18294
15;18294
16;18294
17;18294
18;18294
22;18294
19;18294
20;18294
23;18294
25;18294
1;18527
2;18527
3;18527
6;18527
7;18527
8;18527
9;18527
11;18527
12;18527
13;18527
14;18527
15;18527
16;18527
17;18527
18;18527
19;18527
20;18527
23;18527
22;18527
24;18527
25;18527
27;18527
28;18527
10;18527
8;11859
7;11859
1;11859
2;11859
3;11859
6;11859
9;11859
11;11859
12;11859
15;11859
18;11859
19;11859
20;11859
22;11859
24;11859
25;11859
27;11859
10;11859
28;11859
13;11859
14;11859
1;14807
3;14807
12;14807
14;14807
15;14807
8;14807
7;14807
10;14807
6;14807
11;14807
9;14807
2;14807
33;14807
13;14807
18;14807
19;14807
20;14807
23;14807
22;14807
24;14807
25;14807
27;14807
28;14807
29;14807
30;14807
16;14807
17;14807
31;14807
24;10783
25;10783
27;10783
28;10783
22;10783
11;10783
12;10783
13;10783
14;10783
15;10783
18;10783
19;10783
9;10783
1;10783
2;10783
3;10783
20;10783
10;10783
7;10783
8;10783
6;10783
1;18420
2;18420
3;18420
6;18420
7;18420
8;18420
9;18420
11;18420
12;18420
13;18420
14;18420
15;18420
16;18420
17;18420
18;18420
19;18420
20;18420
23;18420
22;18420
24;18420
25;18420
27;18420
28;18420
10;18420
17;822
6;822
18;822
3;822
20;822
8;822
27;822
13;822
24;822
15;822
12;822
22;822
28;822
1;822
2;822
16;822
9;822
11;822
23;822
10;822
25;822
14;822
7;822
19;822
7;8661
11;8661
22;8661
24;8661
25;8661
27;8661
28;8661
10;8661
6;8661
15;8661
3;8661
1;8661
12;8661
14;8661
13;8661
19;8661
18;8661
8;8661
9;8661
20;8661
2;8661
1;18432
2;18432
3;18432
6;18432
7;18432
8;18432
9;18432
11;18432
12;18432
13;18432
14;18432
15;18432
16;18432
17;18432
18;18432
19;18432
20;18432
23;18432
22;18432
24;18432
25;18432
27;18432
28;18432
10;18432
10;18341
1;18341
24;18341
25;18341
27;18341
28;18341
2;18341
3;18341
6;18341
7;18341
8;18341
9;18341
11;18341
12;18341
13;18341
14;18341
15;18341
16;18341
17;18341
18;18341
19;18341
20;18341
23;18341
22;18341
2;13293
3;13293
6;13293
7;13293
8;13293
9;13293
12;13293
13;13293
14;13293
15;13293
11;13293
18;13293
19;13293
25;13293
27;13293
10;13293
28;13293
1;13293
24;13293
20;13293
22;13293
17;17685
8;17685
27;17685
28;17685
7;17685
9;17685
11;17685
12;17685
13;17685
14;17685
15;17685
3;17685
6;17685
24;17685
25;17685
10;17685
2;17685
22;17685
16;17685
18;17685
1;17685
20;17685
19;17685
23;17685
1;12615
2;12615
3;12615
6;12615
7;12615
8;12615
9;12615
11;12615
12;12615
13;12615
14;12615
15;12615
16;12615
17;12615
18;12615
19;12615
20;12615
23;12615
22;12615
24;12615
25;12615
27;12615
28;12615
10;12615
1;16232
2;16232
3;16232
6;16232
7;16232
8;16232
9;16232
11;16232
12;16232
13;16232
14;16232
15;16232
16;16232
17;16232
18;16232
19;16232
20;16232
23;16232
22;16232
24;16232
25;16232
27;16232
28;16232
10;16232
14;15583
11;15583
12;15583
13;15583
15;15583
19;15583
20;15583
22;15583
24;15583
18;15583
2;15583
28;15583
10;15583
27;15583
3;15583
25;15583
6;15583
7;15583
8;15583
1;15583
9;15583
3;12222
7;12222
13;12222
12;12222
6;12222
17;12222
18;12222
19;12222
20;12222
23;12222
22;12222
24;12222
25;12222
27;12222
28;12222
10;12222
11;12222
1;12222
2;12222
15;12222
8;12222
9;12222
16;12222
14;12222
8;3931
3;3931
7;3931
1;3931
6;3931
2;3931
11;3931
12;3931
13;3931
14;3931
15;3931
16;3931
17;3931
18;3931
19;3931
20;3931
23;3931
22;3931
24;3931
25;3931
27;3931
28;3931
10;3931
9;3931
23;16531
19;16531
18;16531
24;16531
20;16531
25;16531
27;16531
28;16531
29;16531
30;16531
31;16531
33;16531
10;16531
1;16531
2;16531
3;16531
6;16531
7;16531
8;16531
9;16531
11;16531
12;16531
13;16531
14;16531
15;16531
16;16531
17;16531
22;16531
13;10934
3;10934
1;10934
2;10934
9;10934
28;10934
10;10934
11;10934
12;10934
7;10934
6;10934
8;10934
16;10934
19;10934
20;10934
23;10934
22;10934
24;10934
25;10934
27;10934
14;10934
18;10934
15;10934
25;2812
24;2812
18;2812
19;2812
7;2812
12;2812
3;2812
27;2812
13;2812
28;2812
23;2812
11;2812
6;2812
22;2812
17;2812
16;2812
14;2812
15;2812
9;2812
8;2812
10;2812
1;2812
2;2812
21;2812
20;2812
13;16564
14;16564
15;16564
1;16564
17;16564
18;16564
19;16564
20;16564
23;16564
22;16564
25;16564
24;16564
2;16564
28;16564
6;16564
3;16564
16;16564
10;16564
8;16564
9;16564
11;16564
12;16564
27;16564
7;16564
27;323
29;323
1;323
2;323
3;323
6;323
7;323
8;323
9;323
11;323
12;323
13;323
14;323
15;323
16;323
17;323
18;323
19;323
20;323
23;323
22;323
24;323
25;323
28;323
30;323
31;323
33;323
10;323
28;6314
27;6314
1;6314
2;6314
3;6314
6;6314
7;6314
8;6314
9;6314
11;6314
12;6314
13;6314
14;6314
15;6314
16;6314
17;6314
18;6314
19;6314
20;6314
23;6314
22;6314
24;6314
25;6314
10;6314
3;6322
27;6322
1;6322
20;6322
23;6322
22;6322
24;6322
25;6322
10;6322
28;6322
2;6322
9;6322
11;6322
12;6322
13;6322
14;6322
15;6322
18;6322
8;6322
19;6322
6;6322
7;6322
15;549
13;549
14;549
18;549
19;549
3;549
6;549
7;549
8;549
16;549
17;549
10;549
11;549
22;549
12;549
28;549
23;549
9;549
1;549
2;549
27;549
20;549
21;549
24;549
25;549
28;16228
10;16228
1;16228
2;16228
3;16228
6;16228
7;16228
8;16228
9;16228
11;16228
12;16228
13;16228
14;16228
15;16228
16;16228
17;16228
18;16228
19;16228
20;16228
23;16228
22;16228
24;16228
25;16228
27;16228
7;1454
1;1454
2;1454
3;1454
6;1454
8;1454
9;1454
11;1454
13;1454
14;1454
15;1454
16;1454
17;1454
18;1454
19;1454
20;1454
23;1454
22;1454
24;1454
25;1454
27;1454
28;1454
10;1454
12;1454
1;18431
2;18431
3;18431
6;18431
7;18431
8;18431
9;18431
11;18431
12;18431
13;18431
14;18431
15;18431
16;18431
17;18431
18;18431
19;18431
20;18431
23;18431
22;18431
24;18431
25;18431
27;18431
28;18431
10;18431
9;16935
11;16935
12;16935
13;16935
1;17421
2;17421
3;17421
6;17421
7;17421
8;17421
9;17421
11;17421
12;17421
13;17421
14;17421
15;17421
16;17421
17;17421
18;17421
19;17421
20;17421
23;17421
22;17421
24;17421
25;17421
27;17421
28;17421
10;17421
14;16935
6;16935
7;16935
15;16935
24;16935
25;16935
27;16935
28;16935
10;16935
16;16935
1;16935
2;16935
3;16935
18;16935
22;16935
8;16935
19;16935
20;16935
23;16935
17;16935
25;1154
24;1154
1;1154
22;1154
23;1154
28;1154
16;1154
27;1154
19;1154
2;1154
20;1154
3;1154
6;1154
7;1154
10;1154
8;1154
9;1154
11;1154
12;1154
17;1154
18;1154
1;4671
2;4671
3;4671
6;4671
7;4671
8;4671
9;4671
11;4671
12;4671
13;4671
14;4671
15;4671
16;4671
17;4671
18;4671
19;4671
20;4671
23;4671
22;4671
24;4671
25;4671
27;4671
28;4671
10;4671
9;10446
25;10446
27;10446
28;10446
10;10446
12;10446
13;10446
14;10446
15;10446
18;10446
24;10446
11;10446
20;10446
22;10446
19;10446
1;10446
2;10446
3;10446
6;10446
7;10446
8;10446
1;10935
2;10935
3;10935
6;10935
7;10935
8;10935
9;10935
11;10935
12;10935
13;10935
14;10935
15;10935
18;10935
19;10935
20;10935
23;10935
22;10935
24;10935
25;10935
27;10935
28;10935
10;10935
18;541
19;541
20;541
23;541
22;541
24;541
25;541
27;541
28;541
29;541
30;541
31;541
10;541
15;541
16;541
17;541
14;541
3;541
6;541
7;541
8;541
13;541
9;541
11;541
12;541
1;541
2;541
30;17318
31;17318
14;17318
15;17318
16;17318
17;17318
18;17318
19;17318
3;17318
23;17318
22;17318
24;17318
25;17318
27;17318
28;17318
29;17318
20;17318
6;17318
1;17318
2;17318
13;17318
9;17318
11;17318
8;17318
33;17318
12;17318
7;17318
10;17318
1;18426
2;18426
3;18426
6;18426
7;18426
8;18426
9;18426
11;18426
12;18426
13;18426
14;18426
15;18426
16;18426
17;18426
18;18426
19;18426
20;18426
23;18426
22;18426
24;18426
25;18426
27;18426
28;18426
10;18426
1;13946
17;13946
16;13946
15;13946
7;13946
9;13946
11;13946
12;13946
13;13946
14;13946
6;13946
3;13946
8;13946
2;13946
18;13946
19;13946
20;13946
23;13946
22;13946
24;13946
25;13946
27;13946
28;13946
10;13946
16;18243
25;18243
22;18243
1;18243
2;18243
3;18243
23;18243
24;18243
27;18243
10;18243
17;18243
18;18243
19;18243
7;18243
8;18243
12;18243
13;18243
14;18243
15;18243
9;18243
11;18243
6;18243
20;18243
28;18243
24;3139
25;3139
22;3139
28;3139
23;3139
1;3139
2;3139
11;3139
12;3139
13;3139
14;3139
15;3139
16;3139
10;3139
20;3139
21;3139
17;3139
3;3139
6;3139
7;3139
8;3139
9;3139
27;3139
19;3139
18;3139
14;13475
8;13475
27;13475
28;13475
10;13475
6;13475
1;13475
2;13475
13;13475
11;13475
12;13475
3;13475
9;13475
7;13475
16;13475
17;13475
18;13475
25;13475
23;13475
22;13475
24;13475
20;13475
15;13475
19;13475
1;18402
2;18402
3;18402
6;18402
7;18402
8;18402
9;18402
11;18402
12;18402
13;18402
14;18402
15;18402
16;18402
17;18402
18;18402
19;18402
20;18402
23;18402
22;18402
24;18402
25;18402
27;18402
28;18402
10;18402
1;16226
2;16226
7;16226
8;16226
13;16226
16;16226
17;16226
11;16226
12;16226
18;16226
14;16226
15;16226
9;16226
19;16226
3;16226
6;16226
20;16226
23;16226
22;16226
24;16226
25;16226
27;16226
28;16226
10;16226
19;16643
12;16643
13;16643
6;16643
7;16643
8;16643
9;16643
11;16643
1;16643
2;16643
20;16643
23;16643
22;16643
24;16643
25;16643
27;16643
28;16643
15;16643
29;16643
3;16643
14;16643
18;16643
16;16643
17;16643
30;16643
31;16643
10;16643
20;12517
22;12517
1;12517
2;12517
3;12517
6;12517
7;12517
8;12517
9;12517
11;12517
12;12517
13;12517
14;12517
15;12517
18;12517
19;12517
25;12517
27;12517
28;12517
24;12517
10;12517
1;16610
2;16610
3;16610
6;16610
7;16610
8;16610
9;16610
11;16610
12;16610
13;16610
14;16610
15;16610
16;16610
17;16610
18;16610
19;16610
20;16610
23;16610
22;16610
24;16610
25;16610
27;16610
28;16610
10;16610
1;328
2;328
3;328
6;328
7;328
8;328
9;328
11;328
12;328
13;328
14;328
15;328
16;328
17;328
18;328
19;328
20;328
23;328
22;328
24;328
25;328
27;328
28;328
10;328
24;6388
2;6388
3;6388
6;6388
7;6388
8;6388
9;6388
11;6388
12;6388
13;6388
14;6388
15;6388
16;6388
17;6388
18;6388
19;6388
20;6388
23;6388
1;6388
22;6388
25;6388
27;6388
28;6388
10;6388
8;18763
6;18763
7;18763
1;18763
2;18763
3;18763
25;18763
27;18763
28;18763
10;18763
9;18763
11;18763
12;18763
13;18763
14;18763
15;18763
16;18763
17;18763
18;18763
19;18763
20;18763
23;18763
22;18763
24;18763
25;10928
18;10928
27;10928
28;10928
10;10928
1;10928
2;10928
19;10928
20;10928
24;10928
13;10928
14;10928
22;10928
3;10928
6;10928
7;10928
8;10928
9;10928
11;10928
12;10928
15;10928
1;3951
2;3951
3;3951
6;3951
7;3951
8;3951
9;3951
11;3951
12;3951
13;3951
14;3951
15;3951
16;3951
17;3951
18;3951
19;3951
20;3951
23;3951
22;3951
24;3951
25;3951
27;3951
28;3951
29;3951
30;3951
31;3951
33;3951
10;3951
6;671
1;671
2;671
3;671
10;671
8;671
9;671
11;671
12;671
13;671
14;671
15;671
16;671
17;671
18;671
19;671
20;671
23;671
22;671
24;671
25;671
27;671
28;671
7;671
19;16264
23;16264
22;16264
10;16264
24;16264
3;16264
15;16264
17;16264
20;16264
29;16264
30;16264
31;16264
6;16264
7;16264
2;16264
9;16264
11;16264
12;16264
13;16264
14;16264
8;16264
18;16264
1;16264
16;16264
25;16264
27;16264
28;16264
1;18242
2;18242
3;18242
6;18242
7;18242
8;18242
9;18242
11;18242
12;18242
14;18242
13;18242
15;18242
16;18242
17;18242
18;18242
19;18242
20;18242
23;18242
22;18242
24;18242
25;18242
27;18242
28;18242
10;18242
7;2798
3;2798
6;2798
8;2798
9;2798
11;2798
12;2798
13;2798
14;2798
15;2798
16;2798
17;2798
18;2798
19;2798
20;2798
23;2798
22;2798
24;2798
25;2798
27;2798
28;2798
29;2798
30;2798
31;2798
33;2798
10;2798
2;2798
1;2798
1;18321
2;18321
3;18321
6;18321
7;18321
8;18321
9;18321
11;18321
12;18321
13;18321
14;18321
15;18321
16;18321
17;18321
18;18321
19;18321
20;18321
23;18321
22;18321
24;18321
25;18321
27;18321
28;18321
10;18321
